Paper_Number,LLM_Rating,LLM_Reason,Brief_Evidence,LF1_Transparency,LF2_RoadmapCredibility,LF3_RiskDisclosure,LF4_Differentiation,LF5_Traction,LF6_BusinessModelClarity,LF7_GoToMarket,LF8_ExecutionCredibility,LF9_TechnicalFeasibility,LF10_SmartContractSecurity,LF11_Scalability,LF12_IncentiveCompatibility,LF13_FinancialSkewness,LF14_TokenomicsSustainability,LF15_UseTestCaseNecessity,LF16_GovernanceDesign,LF17_RegulatoryExposure,LF18_PartnershipQuality
paper_17.txt,3.0,"The paper is unusually detailed and commercially framed, with a clear ecosystem narrative, multiple product lines, and a plausible community-incentive model. However, it is heavily promotional, with weak technical specificity and token sustainability concerns.","Transparency is moderate with extensive narrative and team bios; roadmap and market analysis are present; risk disclosure is limited; business model relies on subscriptions, events, and tokenized rewards; partnerships and advisors are named, but many claims are not independently verifiable.",2,2,1,2,2,2,2,2,1,1,2,3,1,1,2,2,2,2
paper_170.txt,3.0,"This whitepaper is relatively detailed and technically grounded, with a clear decentralized storage use case, explicit participant incentives, and a working alpha product claim. However, it remains highly promotional and some assumptions around PoA, token economics, and long-term decentralization are not fully convincing.","Transparency: named company, team, and legal registration; Business model: storage fees split among hosters, developers, miners; Traction: claims of a working alpha version; Technical feasibility: architecture, encryption, and monitoring mechanics are described.",2,1,1,2,2,3,2,2,2,1,2,3,2,2,3,1,2,0
paper_171.txt,3.0,"This whitepaper is unusually detailed and includes a substantial risk section, governance structure, roadmap, team bios, and a concrete product architecture. However, the token design is complex and somewhat promotional, with sustainability and regulatory concerns remaining.",Transparency: explicit disclaimers and detailed sections; Roadmap: phased milestones and launch targets; Risk disclosure: extensive risk list; Differentiation: music ecosystem with hardware-based listening rewards and dual-token model; Traction: Echo app claims 30M users and 2.8M paying users.,2,2,3,3,3,3,2,2,2,1,2,2,2,1,3,2,1,2
paper_172.txt,2.4,"The paper is relatively clear and practical, with a straightforward use case for local-business promotion, a defined subscription model, and a plausible MVP roadmap. However, the token design and decentralization claims are only moderately convincing, and the project lacks strong evidence of traction or partnerships.","Transparency: includes disclaimers, references, and team bios; Roadmap: prototype/MVP/final product milestones; Business model: free/basic plus paid tiers; Use case: challenge-based rewards for store traffic and voucher redemption.",2,2,2,2,2,3,2,2,2,1,2,2,1,2,2,1,2,0
paper_173.txt,2.8,"This whitepaper is unusually detailed and transparent, with explicit risk factors, token sale terms, and a fairly clear business model. However, many claims are aggressive and technically overstated, and the architecture appears ambitious relative to the evidence provided.","Strong disclosures and risk section; clear dual-token ecosystem and revenue sources; roadmap and sale mechanics are specified; but technical feasibility is weak for claims like 15,000+ tps, PoR, and universal mining device.",3,2,3,2,2,3,2,2,1,1,1,2,1,2,2,1,2,1
paper_174.txt,3.0,"This is a comparatively well-structured whitepaper with a clear product suite, revenue model, roadmap, team, and partner list. It is still promotional and somewhat overclaims decentralization, but the business logic is more coherent than average.","Transparency: detailed sections on product, token, team, and terms; Roadmap: phased rollout across Indonesia and Asia; Risk disclosure: extensive legal/risk disclaimers; Partnerships: Achain, Tokenomy, Kcash, PundiX, Ralali, Cashtree.",2,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,2,3
paper_175.txt,2.4,"The whitepaper is operationally detailed and clearly explains exchange mechanics, fee structures, and token utility. However, it lacks traction evidence and the token design appears heavily incentive-driven rather than economically robust.","Transparency is moderate with explicit fees, token supply, KYC, and roadmap; risk discussion includes security and liquidity issues; business model is clear via trading, withdrawal, and listing fees; no verifiable traction or partnerships are presented.",2,2,2,2,0,3,2,2,2,1,2,2,2,1,2,1,2,0
paper_176.txt,4.1,"This is a highly technical, well-specified whitepaper with strong architectural rigor, clear dispute-resolution mechanics, and a credible scalability thesis. It is much stronger on engineering than on commercial/token design, which is largely absent here.","Transparency: detailed specification of Cartesi Machine, DAG primitives, and node architecture; Roadmap: only limited future-plans references; Risk: discusses scalability, reproducibility, and floating-point issues; Differentiation: hybrid blockchain/off-chain Linux-based model with verifiable computation.",3,1,2,3,1,2,1,3,3,3,3,2,0,0,3,2,0,0
paper_177.txt,3.8,"This is a comparatively mature and credible whitepaper with strong disclosure, a regulated corporate structure, clear B2B product positioning, and evidence of live integrations and roadmap execution. The token utility is real but still somewhat secondary to the platform business.",Transparency and risk disclosure are explicit; company is licensed by Gibraltar FSC; copy-trading and yield products are described in detail; PrimeXBT partnership and live product references support traction; roadmap lists concrete feature releases and token utility/burn mechanics.,3,2,3,2,3,3,3,3,2,1,2,3,2,2,2,1,3,3
paper_178.txt,2.4,"The paper is relatively detailed and unusually strong on risk disclosure, roadmap, and commercialization framing. However, the core wireless-energy claims are highly ambitious and only weakly substantiated, which limits technical credibility.","Transparency: includes team, finances, legal notes, and token terms; Roadmap: dated milestones and prototype testing; Risk disclosure: extensive section on technological, legal, and ITO risks; Technical feasibility: claims of long-distance energy transfer through materials are not convincingly evidenced.",2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1
paper_179.txt,3.4,"This is a comparatively mature and detailed whitepaper with strong disclosure, concrete token mechanics, a clear broker-reward use case, and credible partner references. The main weaknesses are regulatory exposure and the fact that the token value proposition is tightly tied to a niche financial workflow.","Transparency is strong with extensive disclaimers, token terms, and calculations; business model and use case are clearly defined around FX broker warehousing rewards; roadmap and use-of-funds are specific; partnerships include Centroid Solutions, Amana Capital, and legal counsel.",3,2,3,2,2,3,2,3,2,2,2,3,2,2,3,1,3,3
paper_18.txt,2.4,"The paper is relatively well-structured and presents a coherent marketplace design with clear roles, incentives, and token utility. However, it remains largely conceptual, with limited evidence of traction and only moderate execution credibility.",Transparency: detailed architecture and token terms; Roadmap: dated milestones through 2019; Risk: some operational risks noted; Differentiation: charity/crowdfunding plus clutter marketplace and optional arbitration; no clear traction metrics.,2,2,1,2,0,3,1,2,2,1,2,3,1,2,3,2,2,1
paper_180.txt,3.6,"This is a comparatively strong technical whitepaper with a clear problem statement, detailed architecture, roadmap, token utility, and concrete use cases. It is still somewhat promotional and the decentralization claims are ambitious, but the design is substantially more credible than typical ICO papers.","Transparency is high with extensive technical detail and token-sale terms; roadmap includes dated milestones and pilots; business model centers on PKI access, node fees, and enterprise integrations; partnerships and hackathon wins are cited, though not deeply verified.",3,3,2,3,2,3,2,3,3,2,2,2,2,2,3,2,2,2
paper_181.txt,4.1,"This is a comparatively strong whitepaper with clear product-market fit, real traction, named partners, and a coherent monetization model. The main weaknesses are token-sale heavy incentives, some promotional tone, and only moderate technical depth on the blockchain layer.","Transparency: explicit disclaimer, entity structure, and exclusions; Traction: 24 brand partners, 50,000 users, operational beta; Business model: licensing/setup/maintenance fees plus coin-based incentives; Partnerships: GS1, Everledger, certification and customs bodies.",3,3,2,3,3,3,3,3,2,2,2,3,1,2,3,1,2,3
paper_182.txt,3.0,"This is a relatively strong gaming-token whitepaper with real traction, a clear token utility loop, and a coherent monetization model tied to gameplay, trading, and betting. The main weaknesses are regulatory exposure, limited security detail, and some promotional assumptions around growth and token demand.","Transparency: explicit disclaimers and token parameters; Traction: 300k players, alpha access, awards, Microsoft Ventures accelerator; Business model: in-game purchases, player trading, betting, and token burn; Risk: some legal/compliance discussion but limited depth.",2,2,2,2,3,3,2,2,2,1,2,3,2,2,3,1,1,2
paper_183.txt,1.4,"The document is largely garbled and only partially readable, but the visible portions suggest a highly speculative token project with extensive legal and regulatory caveats. Because the core business and technical claims are not coherently presented, credibility is very low despite some explicit risk disclosure.","Transparency is weak due to unreadable/fragmented text; roadmap and business model are not clearly recoverable; risk disclosure is unusually strong with repeated warnings about volatility, legal uncertainty, and loss of value; regulatory exposure is high because the text emphasizes compliance issues and non-guarantees.",1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,3,0
paper_184.txt,2.0,"The paper describes a plausible social-copy-trading platform with open-source tooling, token utility, and some security mechanics, but it is weak on roadmap realism and operational evidence. The overall quality is moderate-to-weak, with several inconsistencies and promotional claims.","Transparency: named founders, GitHub, and token terms are disclosed; Roadmap: present but sparse/inconsistent dates; Risk: some disclaimer and fraud discussion; Differentiation: trustless trader-investor matching via smart contracts and IPFS.",2,1,2,2,1,2,1,1,1,2,1,2,1,1,2,0,1,0
paper_185.txt,3.4,"This is a comparatively strong whitepaper with clear architecture, token utility, land scarcity mechanics, and explicit discussion of technical and economic challenges. It is still early-stage and somewhat speculative, but substantially more credible than promotional ICO papers.","Transparency: named founders, references, and detailed sections; Roadmap: Stone/Bronze/Iron Age progression; Risk: discusses content distribution, scripting, and curation challenges; Differentiation: scarce land in a traversable 3D world with adjacency effects.",3,2,2,3,1,3,2,2,2,2,2,3,2,2,3,1,1,2
paper_186.txt,3.0,"This is a technically detailed and comparatively credible protocol update paper. It clearly explains the proposed validator, governance, and contract architecture, and it also acknowledges implementation risks, though it remains light on measurable traction and economic specifics.","Transparency is strong with explicit architecture and mechanisms; risk disclosure is unusually thorough; governance design is detailed; smart contract security includes audits, formal verification, and bug bounty; however, business model and traction are limited because this is mainly a network upgrade proposal.",3,2,3,2,1,1,2,2,2,3,2,2,1,2,1,3,2,0
paper_187.txt,3.0,"This is a comparatively mature and well-structured fintech whitepaper with clear customer segments, phased rollout, governance, and extensive risk disclosure. The concept is credible as a niche crypto-banking platform, though token utility and long-term tokenomics remain weakly justified.","Strong disclosures and explicit disclaimers; detailed service stack across custody, treasury, payments, and stablecoin; phased roadmap and governance board described; regulatory exposure is high but acknowledged; partnerships/team are named and relevant.",3,2,3,2,1,3,2,2,2,1,2,2,1,1,3,2,3,2
paper_188.txt,3.0,"This whitepaper is comparatively detailed and structured, with a clear healthcare workflow, token utility, and multiple stakeholder incentives. It is still highly ambitious and somewhat promotional, but the operational logic is more credible than many ICO-era papers.","Transparency and risk disclosure are explicit; roadmap includes phased releases; business model spans marketplace, subscriptions, sponsorships, and transaction fees; token is used for rewards and access; technical stack includes Ethereum, IPFS, BigchainDB, APIs, and IoT integration.",2,2,2,2,1,3,2,2,2,1,2,3,1,2,3,1,2,1
paper_189.txt,2.0,"The paper has a fairly clear social-network use case, token reward logic, and governance concept, but it is mostly conceptual and promotional. It lacks traction and strong evidence that the economics or product can scale sustainably.","Transparency: includes notice, references, and team bios; Roadmap: dated milestones from 2017–2019; Risk disclosure: some security and spam risks noted; Business model: ad revenue plus community rewards; Traction: no verifiable adoption or partnerships.",2,2,2,2,0,2,2,1,2,1,1,2,1,1,2,2,2,0
paper_19.txt,3.0,"This is a conceptually strong governance whitepaper with a detailed mechanism for liquid representation, accountability, and participation-based incentives. However, it remains largely theoretical, with limited evidence of traction or implementation.",Transparency is moderate with extensive definitions and mechanics; roadmap is not clearly operationalized; risks are discussed mainly at a conceptual level; differentiation is strong via Proof of Influence and smart-contract accountability; no traction or partnerships are evidenced.,2,1,2,3,0,2,1,1,2,2,2,3,1,2,3,3,1,0
paper_190.txt,3.0,"This is a relatively well-structured whitepaper with clear disclosures, a coherent token utility model, and a plausible network design around bots, data, and knowledge routing. Its main weakness is that the concept is broad and somewhat abstract, with limited evidence of real traction or defensible technical moat.","Transparency and risk disclosure are strong, including explicit non-investment language and token-holder limitations. Business model is clear: ENTRP as the medium for routing, ranking, and monetizing information services. Roadmap and traction are moderate, with alpha/proof-of-concept and named bots/services, but limited external validation.",3,2,3,2,2,3,2,2,2,1,2,3,1,2,2,1,2,1
paper_191.txt,2.4,"This is a relatively rigorous early-stage fintech whitepaper with clear problem framing, architecture, and compliance awareness. However, it remains largely conceptual, with no traction and limited evidence that the proposed off-chain/on-chain bridge can be executed at scale.","Strong risk and regulatory discussion (KYC/AML, licensing, off-chain oversight); clear use cases for remittances, hedging, and asset-backed tokens; no traction or partnerships disclosed; roadmap is more architectural than operational.",2,1,3,2,0,2,1,2,2,2,2,2,2,2,3,2,3,0
paper_192.txt,2.0,"The paper is relatively clear about the product concept, token utility, and risks, but it remains largely aspirational and light on verifiable traction or technical detail. The token economics and proprietary chain claims are not sufficiently substantiated.","Strong disclaimer and risk section; roadmap includes MVP, mainnet, IEO/STO, and rollout phases; business model centers on cashback, gift cards, P2P marketplace, and bank-as-a-service; no concrete traction metrics or audited partnerships are shown.",2,2,3,2,0,2,2,1,1,1,1,2,1,1,2,1,2,1
paper_193.txt,3.0,"This is a comparatively strong whitepaper for a healthcare blockchain project: it clearly states the problem, architecture, token utility, compliance posture, and roadmap. The main weaknesses are ambitious claims, some promotional language, and limited independently verifiable traction.","Strong disclosure of legal/regulatory constraints and token limitations; detailed architecture with registrar/PPR/summary contracts; roadmap to alpha launch and public API; token utility tied to data access, voting, and services; mentions partners such as WSGR, Flat Iron, Cerner, Epic, OpenEHR.",3,2,3,2,2,3,2,2,3,2,2,2,1,2,3,2,3,2
paper_194.txt,3.4,"This is a technically detailed and internally coherent blockchain whitepaper with substantial algorithmic depth, explicit security analysis, and clear ecosystem incentives. It is strong on engineering credibility but weaker on market traction and commercial validation.","Transparency is high with extensive formal definitions and equations; roadmap is implicit rather than commercial; risks and attack vectors are discussed; differentiation comes from Nebulas Rank, Force, DIP, and PoD; no meaningful partnership or traction evidence is provided.",3,2,2,3,1,2,1,3,3,3,2,3,1,2,2,2,1,0
paper_195.txt,1.2,"The document is highly generic and aspirational, with broad claims about an all-in-one crypto marketplace, gaming, jobs, and social features, but little concrete product detail or evidence of execution. It has some token mechanics and basic legal disclaimers, yet overall credibility is weak.",Transparency is limited and the roadmap is vague; no traction or partnerships are evidenced; business model is described in broad terms; tokenomics include burning and dividends but without robust sustainability analysis.,1,1,2,1,0,1,1,1,1,1,1,1,2,1,2,0,1,0
paper_196.txt,3.0,"The whitepaper is relatively detailed and commercially coherent, with a clear travel-market pain point, a well-specified platform design, and a plausible token utility. However, it remains promotional, with limited evidence of traction and only moderate realism around execution and partnerships.","Transparency: detailed but mostly forward-looking; Roadmap: phased ICO and platform rollout described; Business model: commissions, ads, cards, and exchange fees are explicit; Go-to-market: strong user/business acquisition plan with channels and CAC estimates.",2,2,1,2,1,3,3,2,2,2,2,2,2,2,3,2,1,1
paper_197.txt,3.4,"This is a comparatively strong whitepaper: it has a real product, measurable traction, a clear user-and-restaurant value proposition, and a coherent token utility model. The main weaknesses are regulatory caution, some promotional language, and limited governance detail.","Transparency: detailed product, team, token allocation, and disclaimer sections; Traction: 37,000 users, 170,000 ratings, 410,000 photos, 100,000 downloads; Business model: subscriptions, coupons, ads, CRM, payment commissions; Token utility: rewards, tips, coupons, restaurant payments.",3,2,2,2,3,3,2,3,2,1,2,3,2,2,3,1,1,2
paper_198.txt,3.8,"This is a technically detailed and comparatively credible whitepaper with a clear use case, strong architecture, and substantial evidence of traction and partnerships. The main weaknesses are token/regulatory complexity and some reliance on optimistic scaling assumptions.","Transparency: cites metrics, patents, and named investors/partners; Roadmap: mainnet launch and token swap dates stated; Traction: SLIVER.tv usage, patents, and funding disclosed; Differentiation: multi-level BFT, gossip aggregation, and resource-oriented micropayment pool.",2,2,2,3,3,3,2,3,3,2,3,3,2,2,3,2,1,3
paper_199.txt,2.4,"This whitepaper is unusually explicit about risks, compliance, and operational mechanics, which improves credibility. However, the core product remains a fairly generic decentralized storage/custody concept with weak evidence of traction and limited token value capture.","Strong risk section with blockchain, crypto, legal, AML/KYC, and sanctions discussion; roadmap and team are detailed; business model uses TB Coin for storage and service fees; no clear traction or live adoption evidence.",2,2,3,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2
paper_2.txt,2.4,"The paper is fairly concrete about the product concept and existing operational background, but it remains promotional and light on verifiable implementation detail. The token utility is understandable, yet the roadmap and token economics are not especially robust.","Transparency: disclaimer, references, and some technical specifics; Roadmap: mentioned but not detailed; Risk: some discussion of ad-platform bans and market issues; Differentiation: browser-mining plus ad platform for websites.",2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,0,2,0
paper_20.txt,2.2,"The paper lays out a fairly clear utility-token ecosystem with marketplace, crowdfunding, and tokenized ownership use cases, but it remains largely promotional and under-specified on implementation. The roadmap and token mechanics are more concrete than the average ICO pitch, yet credibility is limited by weak evidence and heavy reliance on future platform buildout.","Transparency: token supply, sale rounds, caps, and roadmap are disclosed; Roadmap: three staged rollout with dates; Risk: only light discussion of crowdfunding risks; Differentiation: tokenized discounts + consolidated crowdfunding + data ownership narrative.",2,2,1,2,1,3,2,1,1,1,2,2,1,1,2,1,2,0
paper_200.txt,3.0,"This is a comparatively well-structured and disclosure-heavy whitepaper with a clear fund architecture, token mechanics, vesting, reporting, and risk language. The main weakness is that it is still highly promotional and the investment thesis depends on optimistic assumptions about crypto market growth and fund performance.","Transparency is strong with legal disclaimers, fund structure, fees, and reporting commitments; roadmap and token distribution are explicit; risk disclosure is extensive; business model is clear as a tokenized index fund plus VC feeder fund.",3,2,3,2,1,3,2,2,2,2,2,2,2,2,2,1,2,0
paper_201.txt,3.4,"This is a comparatively strong whitepaper: it clearly identifies a real market inefficiency, proposes a detailed blockchain-based workflow, and supports the thesis with existing traction and named ecosystem roles. The main weaknesses are execution complexity and regulatory dependence.","Transparency and risk disclosure are unusually strong, with extensive disclaimers and jurisdiction/data-protection caveats. Traction is supported by Kochava Collective’s 1.8B device profiles. The business model, smart-contract IO flow, and roles (buyer, seller, measurement, ratings, payment, arbitrator) are well specified.",2,2,3,3,3,3,2,2,2,2,2,2,1,2,3,2,2,3
paper_202.txt,3.4,"This is a comparatively credible corporate whitepaper: it has a real operating company, clear product framing, explicit risk disclosures, and concrete partnerships/traction. The main weakness is that the token utility and decentralization claims are still somewhat secondary to a conventional business expansion narrative.","Transparency: named company, capital, locations, and team; Traction: 50M downloads, 10M monthly users, existing products; Risk disclosure: detailed legal/technology/income disclaimers; Partnerships: NAGA Group, Switex, DLE, and other advisors.",3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,1,2,3
paper_203.txt,3.0,"This is a comparatively strong ICO whitepaper because it has real operating traction, a defined customer base, named executives, explicit legal disclaimers, and a plausible data-market use case. The main weaknesses are tokenomics sustainability and the somewhat speculative dependence on future ecosystem adoption.","Transparency: registered company, team, contract address, and detailed sale terms; Traction: 3,000 German gyms already using Magicline; Risk disclosure: extensive legal and forward-looking risk sections; Partnerships: GANTNER, GoCardless, Life Fitness, Matrix Fitness, InBody.",3,2,3,2,3,3,2,3,2,2,2,2,1,1,2,2,2,3
paper_204.txt,3.0,"This is a comparatively credible whitepaper for its era: it has real traction, a clear product, explicit monetization, and a technically plausible session-level blockchain design. The main weaknesses are regulatory exposure, aggressive token economics, and some promotional financial assumptions.","Traction is strong with 400k installs and 35k MAU claimed; business model is clear via in-app purchases, GGR commissions, and token utility; technical design limits blockchain use to session open/close and uses open-source PRNG; roadmap and partners are named, but legal/regulatory risk is underdeveloped.",2,2,2,2,3,3,2,2,2,2,2,2,1,1,2,1,0,2
paper_205.txt,4.1,"This is a comparatively strong whitepaper with clear authorship, substantial operational detail, real product examples, and measurable traction. The main weaknesses are token-sale framing, some promotional overstatement, and limited governance/security depth.","Transparency: named team and detailed sections; Traction: 8,000+ forecasters and 230,000 forecasts; Business model: token access to analytics plus ecosystem incentives; Technical feasibility: concrete ML pipeline, infrastructure, and backtests described.",3,2,2,2,3,3,2,3,3,1,2,3,2,2,3,1,2,1
paper_206.txt,3.0,"The paper is unusually specific and internally coherent for an ICO-era document, with a clear niche use case and detailed operational logic. However, it remains highly speculative, with weak evidence of traction and several execution and governance gaps.","Transparency: detailed methodology, token allocation, budget, and roadmap; Differentiation: unique deadcoin buyout/burn concept; Business model: JAN token used to acquire and decommission failed coins; Risk disclosure: mentions pump-and-dump, 51% attack, and exchange-listing uncertainty.",2,2,2,3,1,3,2,2,1,1,2,2,2,2,3,1,2,0
paper_207.txt,2.4,"This is a highly detailed and data-heavy whitepaper with a clear problem statement and a fairly explicit business model centered on insurance automation, anti-fraud software, and token incentives. However, it is extremely ambitious, speculative, and weak on demonstrated traction or realistic execution.","Transparency is moderate with extensive citations and calculations; roadmap and risk sections are present; differentiation is strong via automated insurance/DAO model; no real traction is shown; regulatory exposure is high due to insurance, HIPAA, and token issuance.",2,2,2,3,0,3,2,1,1,1,2,2,2,1,3,1,0,1
paper_208.txt,2.8,"This whitepaper is unusually detailed and structured, with a fairly clear healthcare marketplace model, multiple use cases, and explicit discussion of risks, compliance, and technical architecture. However, it remains optimistic and somewhat overextended in its claims, with weak evidence for traction and sustainability.","Transparency and risk sections are present; roadmap and token terms are laid out; business model includes marketplace, app store, EHR, assurance, and trading platform; technical stack mentions Ethereum, IPFS, and smart contracts; traction claims are mostly anecdotal (e.g., Vision endorsements) rather than independently verified.",2,2,2,2,2,3,2,2,2,2,2,2,1,1,3,2,1,2
paper_209.txt,4.1,"This is a comparatively strong whitepaper with clear architecture, concrete product examples, live traction, transparent token distribution, and a well-specified governance model. The main weaknesses are typical early-stage execution and scalability risks rather than conceptual gaps.","Transparency: public disclosures, team, wallets, and GitHub links; Roadmap: phased district launches and governance handover; Traction: Ethlance live on mainnet with users and listings; Governance: Aragon-based district governance and registry challenge process.",3,3,2,3,3,3,2,3,3,2,2,3,2,2,3,3,2,2
paper_21.txt,3.0,"This whitepaper is unusually concrete for a token project: it has a live product, broker network, proof of use, and a clear utility tied to real estate commission savings. The main weaknesses are regulatory complexity and some promotional, overly optimistic assumptions.","Transparency: detailed mechanics and contact info; Traction: claims live transaction, 163 cities, 50 states; Business model: 1% commission, rebates, network revenue; Execution: operational broker network and transaction coordinators already in place.",2,2,1,2,3,3,2,3,2,1,2,3,2,2,3,1,2,2
paper_210.txt,2.0,"The paper describes a plausible recruitment marketplace for graduates with a tokenized payment layer, but the blockchain necessity is only loosely justified and the token design is promotional rather than rigorous. It has some structure and team detail, yet limited evidence of traction or defensible economics.","Transparency: clear token details, roadmap, and team list; Roadmap: dated milestones from idea to exchange listings; Risk: only generic forward-looking disclaimer; Differentiation: graduate-focused hiring and reputation portability.",2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,0,1,1
paper_211.txt,2.4,"The whitepaper has a fairly clear marketplace and token-based incentive design, with explicit onboarding, dispute resolution, and revenue streams. However, it lacks demonstrated traction and the roadmap/technical claims are still mostly aspirational.","Transparency: detailed disclaimers, token sale terms, and KYC; Roadmap: present but not very concrete; Risk disclosure: explicit market, regulatory, tech, and behavioral risks; Business model: commissions, promotions, and token economy are clearly described.",2,1,2,2,0,3,2,2,1,1,2,2,1,1,3,2,2,0
paper_212.txt,2.4,"This whitepaper is relatively structured and product-oriented, with a clear edutainment use case, target rollout plan, and team/advisor section. However, the blockchain layer feels mostly additive rather than essential, and the token economics are weakly justified.",Transparency: detailed product and token sections; Roadmap: phased rollout by geography and dates; Risk: limited explicit risk analysis; Differentiation: preschool edutainment with blockchain/IP protection and contributor rewards.,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2
paper_213.txt,3.0,"This is a comparatively rigorous and technically detailed whitepaper with clear problem framing, architecture, governance, and use cases. It is stronger on engineering credibility than on commercial traction or token economics.",Transparency is high with extensive citations and disclaimers; differentiation is strong via permissioned IPFS + Ethereum + Tendermint; governance is well specified through token-curated governance and validator elections; risk and scalability issues are explicitly discussed.,3,1,2,3,2,2,1,2,2,2,2,2,1,1,3,3,2,2
paper_214.txt,3.0,"This whitepaper is relatively concrete and commercially grounded, with a working product, named customers, a clear SaaS-style business model, and a plausible marketplace/payment/review stack. The token layer is still somewhat bolted on and the tokenomics are not especially compelling.","Transparency: team, company, and customer references are provided; Roadmap: dated milestones and launch history; Traction: claims of existing customers and presale progress; Business model: subscriptions plus payment fees are clearly stated.",2,2,1,2,2,3,2,2,2,1,2,2,1,1,3,2,2,2
paper_215.txt,2.4,"This whitepaper describes a fairly coherent tokenized stock-media marketplace with clear revenue splits, staking, reputation, and governance mechanics. However, it lacks traction, detailed roadmap substance, and external validation, so it reads as a solid concept rather than a proven project.","Transparency is moderate with explicit token utility and allocation logic; business model is clear via subscription, ads, and marketplace splits; incentive design is strong through staking/reputation and creator payouts; roadmap and traction are weak or absent.",2,1,1,2,0,3,1,2,2,1,2,3,2,2,3,2,2,0
paper_216.txt,2.0,"The paper describes a plausible healthcare blockchain use case with token allocation, vesting, and a revenue model, but it remains largely conceptual and promotional. It has some regulatory awareness, yet lacks concrete roadmap detail, traction, and implementation evidence.",Transparency: detailed token distribution and team bios; Risk disclosure: explicit HIPAA/privacy limitations discussed; Business model: subscribers/customers/partners/marketplace revenue split; Roadmap: section exists but no substantive milestones shown.,2,0,2,2,0,2,1,1,2,1,2,2,1,2,3,2,2,1
paper_217.txt,1.4,"This is a short, marketing-heavy token pitch with a simple reflection/reward mechanism and a basic roadmap. It has some disclosure and tokenomics detail, but little substance beyond speculative rewards and exchange/listing goals.","Transparency is limited to a disclaimer and high-level token description; roadmap is generic (audit, NFT platform, listings); no traction or partnerships; token value is tied to fees and redistribution rather than a clear utility use case.",1,1,2,1,0,2,2,1,1,1,1,2,2,1,0,0,2,0
paper_218.txt,2.8,"The paper is relatively detailed and structured, with a clear platform concept, token utility, technical architecture, and team/advisory disclosures. However, it remains highly promotional and relies on strong performance claims that are not independently substantiated.",Transparency: explicit disclaimer and detailed sections; Roadmap: phased ICO/platform/main-net plan; Risk: mentions legal/regulatory constraints and market limitations; Business model: AIDUS Coin as single currency for decentralized fund market with QTS service fees.,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,2,2
paper_219.txt,1.0,"The paper is largely generic and promotional, with weak originality and very limited evidence of a viable decentralized betting product. It describes betting use cases and token mechanics, but the execution plan, governance, and compliance posture are underdeveloped.",Transparency is limited to a company registration and token counts; roadmap is dated but vague; no meaningful risk disclosure; differentiation is mostly generic claims about decentralization and AI; no traction or credible partnerships are shown.,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0
paper_22.txt,3.0,"This is a comparatively well-structured and disclosure-heavy whitepaper with a clear enterprise use case, explicit token mechanics, vesting, governance, and risk language. The main weakness is that it remains somewhat generic and still depends on future platform adoption and proprietary blockchain execution.","Strong disclaimer and forward-looking risk section; detailed ecosystem description covering contracts, payments, and dispute resolution; token supply, vesting, and PoU governance are specified; real-estate use case is concrete and economically plausible.",3,2,3,2,1,3,2,2,2,2,2,2,1,2,3,3,2,2
paper_220.txt,3.0,"FOAM is one of the stronger technical whitepapers: it clearly defines the problem, proposes a coherent protocol stack, and explains incentives, staking, and verification mechanisms in detail. The main weakness is that much of the dynamic location system is aspirational and not yet available at launch.","Transparency is high with extensive technical detail and citations; risk disclosure is explicit about future features not being available at sale; differentiation is strong via CSC, SIV, and Proof of Location; use-case necessity is clear for maps, IoT, supply chain, and mobility.",3,2,3,3,1,2,2,2,2,2,2,3,1,2,3,2,2,1
paper_221.txt,3.0,"This whitepaper is unusually concrete for an ICO-era document: it describes an existing revenue-generating IP address business, clear asset-backed economics, and a defined token revenue share. The main weaknesses are that the token utility is thin relative to the investment framing, and the technical blockchain layer appears more additive than essential.","Traction is strong with claims of 250,000 IPs under management and a prior million-dollar enterprise; business model is explicit (buy/lease/sell IP blocks); roadmap and use of proceeds are specific; risk/disclaimer language is present, but the token’s necessity is limited beyond revenue participation.",2,1,2,2,3,3,2,3,1,2,2,2,2,2,1,1,2,2
paper_222.txt,2.4,"The paper has a fairly clear marketplace-style business model and a concrete token utility tied to content access and creator incentives. However, legal/compliance sections are largely undefined and the blockchain/IP claims are more aspirational than substantiated.","Transparency: team and monetization details are provided; Roadmap: phased rollout across countries and product stages; Risk: no real risk section, only marketing claims; Business model: freemium app, storyteller subscriptions, 50% revenue share, PLTC utility.",2,2,0,2,2,3,2,2,1,1,2,2,2,1,2,0,1,1
